(from GFF),,,
gene.name,gene.ID,B2Gname,rnaID
LOC106916660,gene548,rna1052_gene_LOC106916660,rna1052
LOC106916676,gene549,rna1055_gene_LOC106916676,rna1055
LOC106916682,gene550,rna1056_gene_LOC106916682,rna1056
LOC106916687,gene551,rna1057_gene_LOC106916687,rna1057
LOC106916722,gene552,rna1059_gene_LOC106916722,rna1059
LOC106916713,gene553,rna1062_gene_LOC106916713,rna1062
LOC106916704,gene554,rna1063_gene_LOC106916704,rna1063
LOC106916736,gene555,rna1064_gene_LOC106916736,rna1064
LOC106916745,gene556,rna1066_gene_LOC106916745,rna1066
LOC106916769,gene557,rna1067_gene_LOC106916769,rna1067
klhl12,gene558,rna1069_gene_klhl12,rna1069
LOC106916778,gene559,rna1071_gene_LOC106916778,rna1071
LOC106916785,gene560,rna1072_gene_LOC106916785,rna1072
LOC106916791,gene561,rna1074_gene_LOC106916791,rna1074
LOC106916803,gene562,rna1075_gene_LOC106916803,rna1075
slc52a3,gene563,rna1076_gene_slc52a3,rna1076
LOC106916830,gene564,NA,NA
LOC106916814,gene565,rna1078_gene_LOC106916814,rna1078
srxn1,gene566,rna1079_gene_srxn1,rna1079
tcf15,gene567,rna1080_gene_tcf15,rna1080
LOC106916876,gene568,NA,NA
slc13a3,gene569,rna1083_gene_slc13a3,rna1083
ocstamp,gene570,rna1084_gene_ocstamp,rna1084
LOC106916844,gene571,rna1085_gene_LOC106916844,rna1085
LOC106916907,gene572,rna1086_gene_LOC106916907,rna1086
LOC106916915,gene573,rna1087_gene_LOC106916915,rna1087
LOC106916901,gene574,rna1088_gene_LOC106916901,rna1088
pym1,gene575,rna1089_gene_pym1,rna1089
spats2,gene576,rna1090_gene_spats2,rna1090
pan2,gene577,rna1091_gene_pan2,rna1091
ormdl2,gene578,rna1093_gene_ormdl2,rna1093
LOC106916954,gene579,NA,NA
LOC106916931,gene580,rna1096_gene_LOC106916931,rna1096
cd63,gene581,rna1097_gene_cd63,rna1097
letmd1,gene582,rna1099_gene_letmd1,rna1099
LOC106916977,gene583,rna1100_gene_LOC106916977,rna1100
LOC106916992,gene584,rna1102_gene_LOC106916992,rna1102
grasp,gene585,rna1103_gene_grasp,rna1103
LOC106917017,gene586,rna1106_gene_LOC106917017,rna1106
rnf41,gene587,rna1107_gene_rnf41,rna1107
LOC106917041,gene588,rna1109_gene_LOC106917041,rna1109
LOC106917050,gene589,rna1110_gene_LOC106917050,rna1110
cs,gene590,rna1111_gene_cs,rna1111
LOC106917058,gene591,rna1113_gene_LOC106917058,rna1113
racgap1,gene592,rna1114_gene_racgap1,rna1114
LOC106916647,gene593,rna1117_gene_LOC106916647,rna1117
LOC106917082,gene594,rna1118_gene_LOC106917082,rna1118
LOC106917093,gene595,NA,NA
LOC106917157,gene596,rna1120_gene_LOC106917157,rna1120
yars2,gene597,rna1121_gene_yars2,rna1121
LOC106917146,gene598,rna1124_gene_LOC106917146,rna1124
LOC106917162,gene599,NA,NA
LOC106917177,gene600,NA,NA
LOC106917182,gene601,rna1134_gene_LOC106917182,rna1134
LOC106917200,gene602,NA,NA
LOC106917101,gene603,NA,NA
LOC106917204,gene604,rna1137_gene_LOC106917204,rna1137
LOC106917221,gene605,rna1139_gene_LOC106917221,rna1139
LOC106917226,gene606,rna1140_gene_LOC106917226,rna1140
mon2,gene607,rna1141_gene_mon2,rna1141
ppm1h,gene608,rna1142_gene_ppm1h,rna1142
LOC106917105,gene609,NA,NA
LOC106917247,gene610,rna1144_gene_LOC106917247,rna1144
LOC106917110,gene611,NA,NA
trnal-uag,gene612,NA,NA
trnal-uag,gene613,NA,NA
LOC106917255,gene614,rna1148_gene_LOC106917255,rna1148
LOC106917264,gene615,rna1153_gene_LOC106917264,rna1153
mdfic,gene616,rna1154_gene_mdfic,rna1154
LOC106917302,gene617,rna1155_gene_LOC106917302,rna1155
LOC106917307,gene618,NA,NA
LOC106917292,gene619,rna1157_gene_LOC106917292,rna1157
LOC106917309,gene620,rna1158_gene_LOC106917309,rna1158
LOC106917316,gene621,rna1159_gene_LOC106917316,rna1159
ptdss2,gene622,rna1160_gene_ptdss2,rna1160
LOC106917323,gene623,rna1161_gene_LOC106917323,rna1161
LOC106917118,gene624,NA,NA
LOC106917124,gene625,NA,NA
LOC106917330,gene626,rna1165_gene_LOC106917330,rna1165
LOC106917357,gene627,rna1167_gene_LOC106917357,rna1167
cdk14,gene628,rna1168_gene_cdk14,rna1168
LOC106917387,gene629,NA,NA
LOC106917363,gene630,rna1173_gene_LOC106917363,rna1173
LOC106917351,gene631,NA,NA
LOC106917400,gene632,rna1175_gene_LOC106917400,rna1175
LOC106917411,gene633,NA,NA
nod1,gene634,rna1178_gene_nod1,rna1178
enpp2,gene635,rna1183_gene_enpp2,rna1183
taf2,gene636,rna1185_gene_taf2,rna1185
LOC106917449,gene637,rna1186_gene_LOC106917449,rna1186
LOC106917457,gene638,rna1187_gene_LOC106917457,rna1187
LOC106917464,gene639,NA,NA
abhd5,gene640,rna1191_gene_abhd5,rna1191
ano10,gene641,rna1194_gene_ano10,rna1194
snrk,gene642,rna1199_gene_snrk,rna1199
LOC106917534,gene643,NA,NA
pomgnt2,gene644,rna1202_gene_pomgnt2,rna1202
fam198a,gene645,rna1203_gene_fam198a,rna1203
LOC106917549,gene646,rna1205_gene_LOC106917549,rna1205
LOC106917565,gene647,rna1207_gene_LOC106917565,rna1207
LOC106917573,gene648,rna1208_gene_LOC106917573,rna1208
stt3b,gene649,rna1210_gene_stt3b,rna1210
kiaa1143,gene650,rna1212_gene_kiaa1143,rna1212
LOC106917605,gene651,rna1213_gene_LOC106917605,rna1213
LOC106917611,gene652,NA,NA
zdhhc3,gene653,rna1215_gene_zdhhc3,rna1215
lrfn1,gene654,rna1217_gene_lrfn1,rna1217
LOC106917642,gene655,NA,NA
LOC106917648,gene656,rna1223_gene_LOC106917648,rna1223
LOC106917667,gene657,rna1224_gene_LOC106917667,rna1224
pih1d2,gene658,rna1231_gene_pih1d2,rna1231
LOC106917708,gene659,NA,NA
tmprss5,gene660,rna1233_gene_tmprss5,rna1233
zbtb16,gene661,rna1234_gene_zbtb16,rna1234
ncam1,gene662,rna1241_gene_ncam1,rna1241
LOC106917786,gene663,rna1251_gene_LOC106917786,rna1251
LOC106917794,gene664,NA,NA
LOC106917812,gene665,NA,NA
trnai-aau,gene666,NA,NA
trnav-aac,gene667,NA,NA
trnaq-uug,gene668,NA,NA
trnai-aau,gene669,NA,NA
trnav-aac,gene670,NA,NA
LOC106917799,gene671,NA,NA
LOC106917815,gene672,NA,NA
LOC106917836,gene673,NA,NA
LOC106917830,gene674,NA,NA
LOC106917823,gene675,NA,NA
LOC106917842,gene676,NA,NA
efnb2,gene677,rna1269_gene_efnb2,rna1269
arglu1,gene678,rna1270_gene_arglu1,rna1270
LOC106917805,gene679,NA,NA
LOC106917889,gene680,NA,NA
LOC106917907,gene681,rna1275_gene_LOC106917907,rna1275
mid2,gene682,rna1276_gene_mid2,rna1276
LOC106917955,gene683,NA,NA
LOC106917951,gene684,rna1283_gene_LOC106917951,rna1283
LOC106917892,gene685,NA,NA
LOC106917897,gene686,NA,NA
LOC106917902,gene687,NA,NA
LOC106917881,gene688,rna1289_gene_LOC106917881,rna1289
LOC106917956,gene689,rna1290_gene_LOC106917956,rna1290
LOC106917998,gene690,rna1295_gene_LOC106917998,rna1295
LOC106917989,gene691,rna1296_gene_LOC106917989,rna1296
gas2l1,gene692,rna1297_gene_gas2l1,rna1297
ewsr1,gene693,rna1299_gene_ewsr1,rna1299
rhbdd3,gene694,rna1300_gene_rhbdd3,rna1300
emid1,gene695,rna1301_gene_emid1,rna1301
dnah10,gene696,rna1305_gene_dnah10,rna1305
LOC106918060,gene697,NA,NA
atp6v0a2,gene698,rna1307_gene_atp6v0a2,rna1307
tctn2,gene699,rna1308_gene_tctn2,rna1308
LOC106918077,gene700,rna1310_gene_LOC106918077,rna1310
pik3ip1,gene701,rna1312_gene_pik3ip1,rna1312
LOC106918095,gene702,NA,NA
limk2,gene703,rna1314_gene_limk2,rna1314
LOC106918109,gene704,rna1315_gene_LOC106918109,rna1315
wscd2,gene705,rna1316_gene_wscd2,rna1316
LOC106918122,gene706,rna1317_gene_LOC106918122,rna1317
LOC106918129,gene707,rna1318_gene_LOC106918129,rna1318
ficd,gene708,rna1319_gene_ficd,rna1319
sart3,gene709,rna1320_gene_sart3,rna1320
iscu,gene710,rna1321_gene_iscu,rna1321
LOC106918145,gene711,rna1322_gene_LOC106918145,rna1322
tmem119,gene712,rna1323_gene_tmem119,rna1323
coro1c,gene713,rna1324_gene_coro1c,rna1324
ssh1,gene714,rna1326_gene_ssh1,rna1326
dao,gene715,rna1329_gene_dao,rna1329
svop,gene716,rna1330_gene_svop,rna1330
usp30,gene717,rna1331_gene_usp30,rna1331
alkbh2,gene718,rna1334_gene_alkbh2,rna1334
ung,gene719,rna1336_gene_ung,rna1336
pxmp2,gene720,rna1337_gene_pxmp2,rna1337
LOC106918254,gene721,rna1338_gene_LOC106918254,rna1338
LOC106918248,gene722,rna1339_gene_LOC106918248,rna1339
gatc,gene723,rna1341_gene_gatc,rna1341
trnak-uuu,gene724,NA,NA
sgsm1,gene725,rna1344_gene_sgsm1,rna1344
LOC106918286,gene726,rna1345_gene_LOC106918286,rna1345
LOC106917996,gene727,NA,NA
LOC106918307,gene728,NA,NA
ankrd13a,gene729,rna1348_gene_ankrd13a,rna1348
git2,gene730,rna1350_gene_git2,rna1350
tchp,gene731,rna1359_gene_tchp,rna1359
LOC106918380,gene732,NA,NA
gltp,gene733,rna1361_gene_gltp,rna1361
trpv4,gene734,rna1363_gene_trpv4,rna1363
fam222a,gene735,rna1364_gene_fam222a,rna1364
mvk,gene736,rna1366_gene_mvk,rna1366
mmab,gene737,rna1368_gene_mmab,rna1368
LOC106918406,gene738,rna1370_gene_LOC106918406,rna1370
ube3b,gene739,rna1372_gene_ube3b,rna1372
kctd10,gene740,rna1373_gene_kctd10,rna1373
myo1h,gene741,rna1374_gene_myo1h,rna1374
foxn4,gene742,rna1375_gene_foxn4,rna1375
acacb,gene743,rna1377_gene_acacb,rna1377
pole,gene744,rna1380_gene_pole,rna1380
p2rx2,gene745,rna1382_gene_p2rx2,rna1382
pes1,gene746,rna1383_gene_pes1,rna1383
gal3st1,gene747,rna1385_gene_gal3st1,rna1385
myf5,gene748,rna1387_gene_myf5,rna1387
myf6,gene749,rna1388_gene_myf6,rna1388
LOC106918601,gene750,NA,NA
rps16,gene751,rna1392_gene_rps16,rna1392
ppp1r12a,gene752,rna1396_gene_ppp1r12a,rna1396
LOC106918619,gene753,NA,NA
pawr,gene754,rna1400_gene_pawr,rna1400
syt1,gene755,rna1402_gene_syt1,rna1402
LOC106918657,gene756,rna1407_gene_LOC106918657,rna1407
LOC106918625,gene757,rna1408_gene_LOC106918625,rna1408
LOC106918690,gene758,NA,NA
syt10,gene759,rna1411_gene_syt10,rna1411
LOC106918710,gene760,rna1415_gene_LOC106918710,rna1415
LOC106918704,gene761,rna1417_gene_LOC106918704,rna1417
LOC106918724,gene762,rna1418_gene_LOC106918724,rna1418
LOC106918757,gene763,NA,NA
LOC106918769,gene764,rna1422_gene_LOC106918769,rna1422
LOC106918762,gene765,rna1424_gene_LOC106918762,rna1424
erbb4,gene766,rna1425_gene_erbb4,rna1425
cps1,gene767,rna1426_gene_cps1,rna1426
myl1,gene768,rna1428_gene_myl1,rna1428
map2,gene769,rna1429_gene_map2,rna1429
kansl1l,gene770,rna1433_gene_kansl1l,rna1433
LOC106918527,gene771,rna1434_gene_LOC106918527,rna1434
heg1,gene772,rna1435_gene_heg1,rna1435
slc12a8,gene773,rna1436_gene_slc12a8,rna1436
znf148,gene774,rna1438_gene_znf148,rna1438
LOC106918871,gene775,rna1441_gene_LOC106918871,rna1441
asmt,gene776,rna1444_gene_asmt,rna1444
akap17a,gene777,rna1446_gene_akap17a,rna1446
LOC106918907,gene778,rna1447_gene_LOC106918907,rna1447
LOC106918919,gene779,rna1448_gene_LOC106918919,rna1448
sh3rf3,gene780,rna1449_gene_sh3rf3,rna1449
LOC106918927,gene781,rna1450_gene_LOC106918927,rna1450
LOC106918986,gene782,rna1452_gene_LOC106918986,rna1452
LOC106918995,gene783,NA,NA
vps39,gene784,rna1454_gene_vps39,rna1454
tmem87a,gene785,rna1456_gene_tmem87a,rna1456
ganc,gene786,rna1458_gene_ganc,rna1458
capn3,gene787,rna1459_gene_capn3,rna1459
znf106,gene788,rna1461_gene_znf106,rna1461
tmem206,gene789,rna1462_gene_tmem206,rna1462
nenf,gene790,rna1464_gene_nenf,rna1464
LOC106919117,gene791,rna1465_gene_LOC106919117,rna1465
LOC106919084,gene792,rna1466_gene_LOC106919084,rna1466
LOC106919146,gene793,NA,NA
LOC106919127,gene794,NA,NA
LOC106919098,gene795,rna1471_gene_LOC106919098,rna1471
hhipl2,gene796,rna1474_gene_hhipl2,rna1474
LOC106919139,gene797,NA,NA
dcaf10,gene798,rna1476_gene_dcaf10,rna1476
LOC106919073,gene799,rna1477_gene_LOC106919073,rna1477
LOC106919155,gene800,rna1479_gene_LOC106919155,rna1479
LOC106919162,gene801,rna1481_gene_LOC106919162,rna1481
manba,gene802,rna1482_gene_manba,rna1482
slc39a8,gene803,rna1483_gene_slc39a8,rna1483
LOC106919301,gene804,rna1484_gene_LOC106919301,rna1484
LOC106919286,gene805,rna1486_gene_LOC106919286,rna1486
dctn1,gene806,rna1490_gene_dctn1,rna1490
alms1,gene807,rna1501_gene_alms1,rna1501
LOC106919264,gene808,rna1502_gene_LOC106919264,rna1502
LOC106919313,gene809,NA,NA
LOC106919320,gene810,rna1506_gene_LOC106919320,rna1506
LOC106919362,gene811,rna1507_gene_LOC106919362,rna1507
mrps26,gene812,rna1508_gene_mrps26,rna1508
loxl3,gene813,rna1510_gene_loxl3,rna1510
pank2,gene814,rna1514_gene_pank2,rna1514
mavs,gene815,rna1515_gene_mavs,rna1515
LOC106918957,gene816,rna1516_gene_LOC106918957,rna1516
LOC106918965,gene817,NA,NA
LOC106919378,gene818,rna1519_gene_LOC106919378,rna1519
LOC106919396,gene819,rna1521_gene_LOC106919396,rna1521
LOC106919402,gene820,rna1522_gene_LOC106919402,rna1522
LOC106918971,gene821,rna1523_gene_LOC106918971,rna1523
cdc25b,gene822,rna1524_gene_cdc25b,rna1524
ap5s1,gene823,rna1525_gene_ap5s1,rna1525
LOC106918979,gene824,NA,NA
LOC106919504,gene825,rna1527_gene_LOC106919504,rna1527
LOC106919413,gene826,rna1528_gene_LOC106919413,rna1528
LOC106919494,gene827,rna1529_gene_LOC106919494,rna1529
LOC106919422,gene828,rna1530_gene_LOC106919422,rna1530
LOC106919430,gene829,rna1531_gene_LOC106919430,rna1531
LOC106919436,gene830,rna1532_gene_LOC106919436,rna1532
LOC106919441,gene831,rna1533_gene_LOC106919441,rna1533
LOC106919447,gene832,rna1534_gene_LOC106919447,rna1534
LOC106919522,gene833,rna1535_gene_LOC106919522,rna1535
LOC106919516,gene834,rna1537_gene_LOC106919516,rna1537
LOC106919532,gene835,rna1539_gene_LOC106919532,rna1539
LOC106919545,gene836,rna1540_gene_LOC106919545,rna1540
LOC106919582,gene837,rna1541_gene_LOC106919582,rna1541
LOC106919546,gene838,rna1542_gene_LOC106919546,rna1542
LOC106919587,gene839,rna1549_gene_LOC106919587,rna1549
LOC106919598,gene840,rna1551_gene_LOC106919598,rna1551
LOC106919607,gene841,rna1552_gene_LOC106919607,rna1552
LOC106919614,gene842,rna1553_gene_LOC106919614,rna1553
LOC106919625,gene843,rna1554_gene_LOC106919625,rna1554
LOC106919671,gene844,NA,NA
LOC106919657,gene845,rna1556_gene_LOC106919657,rna1556
LOC106919666,gene846,NA,NA
LOC106919635,gene847,rna1559_gene_LOC106919635,rna1559
LOC106919677,gene848,rna1564_gene_LOC106919677,rna1564
LOC106919683,gene849,rna1565_gene_LOC106919683,rna1565
LOC106919698,gene850,rna1566_gene_LOC106919698,rna1566
LOC106919690,gene851,rna1567_gene_LOC106919690,rna1567
LOC106919718,gene852,rna1568_gene_LOC106919718,rna1568
trnav-uac,gene853,NA,NA
LOC106919707,gene854,rna1570_gene_LOC106919707,rna1570
LOC106919728,gene855,rna1571_gene_LOC106919728,rna1571
LOC106919748,gene856,rna1575_gene_LOC106919748,rna1575
LOC106919453,gene857,rna1576_gene_LOC106919453,rna1576
LOC106919459,gene858,rna1577_gene_LOC106919459,rna1577
LOC106919755,gene859,rna1579_gene_LOC106919755,rna1579
LOC106919762,gene860,rna1580_gene_LOC106919762,rna1580
LOC106919783,gene861,rna1584_gene_LOC106919783,rna1584
LOC106919798,gene862,rna1586_gene_LOC106919798,rna1586
LOC106919827,gene863,NA,NA
LOC106919831,gene864,NA,NA
LOC106919802,gene865,rna1592_gene_LOC106919802,rna1592
LOC106919860,gene866,NA,NA
LOC106919852,gene867,rna1597_gene_LOC106919852,rna1597
LOC106919838,gene868,rna1599_gene_LOC106919838,rna1599
LOC106919883,gene869,rna1601_gene_LOC106919883,rna1601
chd4,gene870,rna1603_gene_chd4,rna1603
LOC106919891,gene871,rna1604_gene_LOC106919891,rna1604
LOC106919922,gene872,rna1605_gene_LOC106919922,rna1605
LOC106919933,gene873,rna1606_gene_LOC106919933,rna1606
LOC106919898,gene874,rna1607_gene_LOC106919898,rna1607
LOC106919912,gene875,rna1609_gene_LOC106919912,rna1609
LOC106919473,gene876,gene876_gene_LOC106919473,gene876
LOC106919479,gene877,gene877_gene_LOC106919479,gene877
LOC106919485,gene878,gene878_gene_LOC106919485,gene878
LOC106919947,gene879,rna1610_gene_LOC106919947,rna1610
cacna1d,gene880,rna1612_gene_cacna1d,rna1612
LOC106920083,gene881,rna1639_gene_LOC106920083,rna1639
dcp1a,gene882,rna1640_gene_dcp1a,rna1640
tkt,gene883,rna1641_gene_tkt,rna1641
LOC106920113,gene884,rna1642_gene_LOC106920113,rna1642
nsun5,gene885,rna1643_gene_nsun5,rna1643
LOC106920091,gene886,rna1644_gene_LOC106920091,rna1644
sgk2,gene887,rna1646_gene_sgk2,rna1646
LOC106920130,gene888,rna1651_gene_LOC106920130,rna1651
srsf6,gene889,rna1655_gene_srsf6,rna1655
eif2s2,gene890,rna1657_gene_eif2s2,rna1657
chmp4b,gene891,rna1659_gene_chmp4b,rna1659
LOC106920206,gene892,rna1661_gene_LOC106920206,rna1661
gnas,gene893,rna1662_gene_gnas,rna1662
LOC106920221,gene894,rna1664_gene_LOC106920221,rna1664
atp5e,gene895,rna1665_gene_atp5e,rna1665
prelid3b,gene896,rna1666_gene_prelid3b,rna1666
LOC106920256,gene897,rna1667_gene_LOC106920256,rna1667
LOC106920251,gene898,rna1668_gene_LOC106920251,rna1668
actr5,gene899,rna1669_gene_actr5,rna1669
LOC106920275,gene900,NA,NA
LOC106920280,gene901,rna1671_gene_LOC106920280,rna1671
srm,gene902,rna1672_gene_srm,rna1672
exosc10,gene903,rna1673_gene_exosc10,rna1673
LOC106920286,gene904,rna1676_gene_LOC106920286,rna1676
LOC106920320,gene905,rna1678_gene_LOC106920320,rna1678
LOC106920337,gene906,NA,NA
LOC106920379,gene907,rna1682_gene_LOC106920379,rna1682
LOC106920344,gene908,rna1685_gene_LOC106920344,rna1685
LOC106920391,gene909,rna1691_gene_LOC106920391,rna1691
ttll9,gene910,rna1692_gene_ttll9,rna1692
LOC106920401,gene911,rna1693_gene_LOC106920401,rna1693
LOC106920419,gene912,rna1694_gene_LOC106920419,rna1694
sycp2,gene913,rna1695_gene_sycp2,rna1695
LOC106920447,gene914,rna1699_gene_LOC106920447,rna1699
slc39a11,gene915,rna1700_gene_slc39a11,rna1700
LOC106920488,gene916,rna1702_gene_LOC106920488,rna1702
LOC106920473,gene917,rna1703_gene_LOC106920473,rna1703
spata20,gene918,rna1705_gene_spata20,rna1705
LOC106920454,gene919,NA,NA
cacna1g,gene920,rna1710_gene_cacna1g,rna1710
LOC106920578,gene921,NA,NA
LOC106920572,gene922,NA,NA
LOC106920585,gene923,NA,NA
hdac11,gene924,rna1727_gene_hdac11,rna1727
LOC106920614,gene925,rna1730_gene_LOC106920614,rna1730
LOC106920624,gene926,rna1732_gene_LOC106920624,rna1732
ptpdc1,gene927,rna1734_gene_ptpdc1,rna1734
LOC106920644,gene928,NA,NA
barx1,gene929,rna1736_gene_barx1,rna1736
LOC106920651,gene930,rna1737_gene_LOC106920651,rna1737
LOC106920714,gene931,rna1738_gene_LOC106920714,rna1738
hook1,gene932,rna1740_gene_hook1,rna1740
LOC106920722,gene933,rna1741_gene_LOC106920722,rna1741
pfas,gene934,rna1742_gene_pfas,rna1742
ipo13,gene935,rna1744_gene_ipo13,rna1744
LOC106920730,gene936,rna1745_gene_LOC106920730,rna1745
LOC106920734,gene937,rna1746_gene_LOC106920734,rna1746
mmachc,gene938,rna1747_gene_mmachc,rna1747
LOC106920751,gene939,rna1748_gene_LOC106920751,rna1748
LOC106920819,gene940,NA,NA
echdc2,gene941,rna1750_gene_echdc2,rna1750
zyg11b,gene942,rna1751_gene_zyg11b,rna1751
LOC106920813,gene943,rna1753_gene_LOC106920813,rna1753
ralgps2,gene944,rna1754_gene_ralgps2,rna1754
LOC106920795,gene945,rna1759_gene_LOC106920795,rna1759
LOC106920824,gene946,NA,NA
fam20b,gene947,rna1761_gene_fam20b,rna1761
LOC106920829,gene948,NA,NA
LOC106920670,gene949,rna1763_gene_LOC106920670,rna1763
LOC106920845,gene950,rna1764_gene_LOC106920845,rna1764
LOC106920833,gene951,rna1766_gene_LOC106920833,rna1766
jun,gene952,rna1767_gene_jun,rna1767
LOC106920678,gene953,NA,NA
prdx6,gene954,rna1769_gene_prdx6,rna1769
plpp6,gene955,rna1770_gene_plpp6,rna1770
LOC106920877,gene956,rna1771_gene_LOC106920877,rna1771
LOC106920895,gene957,rna1774_gene_LOC106920895,rna1774
LOC106920904,gene958,rna1775_gene_LOC106920904,rna1775
LOC106920915,gene959,rna1778_gene_LOC106920915,rna1778
LOC106920923,gene960,rna1779_gene_LOC106920923,rna1779
prrc2c,gene961,rna1780_gene_prrc2c,rna1780
myoc,gene962,rna1783_gene_myoc,rna1783
LOC106920978,gene963,NA,NA
vamp4,gene964,rna1786_gene_vamp4,rna1786
rangrf,gene965,rna1787_gene_rangrf,rna1787
itpa,gene966,rna1789_gene_itpa,rna1789
mettl13,gene967,rna1790_gene_mettl13,rna1790
dnm3,gene968,rna1791_gene_dnm3,rna1791
pigc,gene969,rna1794_gene_pigc,rna1794
LOC106921024,gene970,rna1795_gene_LOC106921024,rna1795
LOC106920663,gene971,rna1796_gene_LOC106920663,rna1796
LOC106921050,gene972,rna1799_gene_LOC106921050,rna1799
mysm1,gene973,rna1800_gene_mysm1,rna1800
oma1,gene974,rna1802_gene_oma1,rna1802
LOC106921091,gene975,rna1804_gene_LOC106921091,rna1804
LOC106921122,gene976,rna1805_gene_LOC106921122,rna1805
LOC106921140,gene977,rna1806_gene_LOC106921140,rna1806
cct8,gene978,rna1808_gene_cct8,rna1808
LOC106921154,gene979,rna1810_gene_LOC106921154,rna1810
aldoc,gene980,rna1811_gene_aldoc,rna1811
pigs,gene981,rna1813_gene_pigs,rna1813
LOC106921186,gene982,rna1814_gene_LOC106921186,rna1814
LOC106921202,gene983,NA,NA
LOC106921194,gene984,rna1816_gene_LOC106921194,rna1816
heatr6,gene985,rna1817_gene_heatr6,rna1817
ddx52,gene986,rna1818_gene_ddx52,rna1818
rpl23a,gene987,rna1819_gene_rpl23a,rna1819
birc2,gene988,rna1821_gene_birc2,rna1821
LOC106921226,gene989,rna1822_gene_LOC106921226,rna1822
angptl5,gene990,rna1826_gene_angptl5,rna1826
LOC106921272,gene991,rna1827_gene_LOC106921272,rna1827
LOC106921280,gene992,NA,NA
LOC106921261,gene993,rna1830_gene_LOC106921261,rna1830
snrnp35,gene994,rna1831_gene_snrnp35,rna1831
bud13,gene995,rna1832_gene_bud13,rna1832
LOC106921296,gene996,rna1833_gene_LOC106921296,rna1833
LOC106921305,gene997,rna1834_gene_LOC106921305,rna1834
LOC106921098,gene998,rna1835_gene_LOC106921098,rna1835
LOC106921314,gene999,rna1836_gene_LOC106921314,rna1836
chek1,gene1000,rna1837_gene_chek1,rna1837
LOC106921330,gene1001,rna1838_gene_LOC106921330,rna1838
LOC106921335,gene1002,rna1839_gene_LOC106921335,rna1839
alg9,gene1003,rna1843_gene_alg9,rna1843
fdxacb1,gene1004,rna1844_gene_fdxacb1,rna1844
LOC106921376,gene1005,rna1845_gene_LOC106921376,rna1845
LOC106921366,gene1006,rna1847_gene_LOC106921366,rna1847
